,0
5736,question
5737,excited
5738,excited
5739,question
5740,neutral
5741,neutral
5742,excited
5743,bored
5744,neutral
5745,neutral
5746,neutral
5747,excited
5748,bored
5749,question
5750,excited
5751,question
5752,question
5753,neutral
5754,bored
5755,neutral
5756,question
5757,question
5758,excited
5759,question
5760,neutral
5761,question
5762,neutral
5763,question
5764,excited
5765,excited
5766,bored
5767,neutral
5768,excited
5769,question
5770,question
5771,question
5772,question
5773,bored
5774,bored
5775,excited
5776,question
5777,excited
5778,bored
5779,question
5780,bored
5781,bored
5782,excited
5783,question
5784,excited
5785,question
5786,bored
5787,question
5788,question
5789,excited
5790,neutral
5791,bored
5792,neutral
5793,neutral
5794,excited
5795,neutral
5796,question
5797,neutral
5798,bored
5799,bored
5800,neutral
5801,neutral
5802,question
5803,question
5804,bored
5805,bored
5806,bored
5807,question
5808,excited
5809,excited
5810,bored
5811,neutral
5812,question
5813,question
5814,bored
5815,bored
5816,neutral
5817,excited
5818,neutral
5819,neutral
5820,neutral
5821,question
5822,question
5823,bored
5824,bored
5825,neutral
5826,question
5827,bored
5828,question
5829,bored
5830,bored
5831,bored
5832,neutral
5833,bored
5834,question
5835,bored
5836,neutral
5837,bored
5838,question
5839,excited
5840,question
5841,bored
5842,question
5843,excited
5844,neutral
5845,neutral
5846,excited
5847,excited
5848,question
5849,question
5850,excited
5851,question
5852,neutral
5853,excited
5854,neutral
5855,bored
5856,bored
5857,neutral
5858,neutral
5859,bored
5860,neutral
5861,neutral
5862,excited
5863,bored
5864,bored
5865,excited
5866,question
5867,bored
5868,bored
5869,excited
5870,neutral
5871,bored
5872,excited
5873,excited
5874,bored
5875,neutral
5876,question
5877,neutral
5878,neutral
5879,question
5880,neutral
5881,neutral
5882,neutral
5883,bored
5884,bored
5885,neutral
5886,excited
5887,neutral
5888,question
5889,neutral
5890,bored
5891,bored
5892,question
5893,excited
5894,excited
5895,question
5896,question
5897,neutral
5898,excited
5899,excited
5900,question
5901,bored
5902,question
5903,neutral
5904,bored
5905,neutral
5906,excited
5907,excited
5908,neutral
5909,excited
5910,question
5911,excited
5912,question
5913,bored
5914,bored
5915,excited
5916,excited
5917,excited
5918,bored
5919,neutral
5920,neutral
5921,bored
5922,question
5923,bored
5924,neutral
5925,excited
5926,excited
5927,excited
5928,neutral
5929,neutral
5930,bored
5931,bored
5932,bored
5933,excited
5934,question
5935,neutral
5936,excited
5937,excited
5938,bored
5939,bored
5940,question
5941,excited
5942,excited
5943,excited
5944,bored
5945,neutral
5946,bored
5947,bored
5948,bored
5949,excited
5950,bored
5951,neutral
5952,excited
5953,bored
5954,question
5955,bored
5956,question
5957,neutral
5958,excited
5959,neutral
5960,excited
5961,excited
5962,question
5963,neutral
5964,bored
5965,bored
5966,neutral
5967,bored
5968,bored
5969,bored
5970,bored
5971,excited
5972,bored
5973,excited
5974,neutral
5975,bored
5976,excited
5977,excited
5978,excited
5979,neutral
5980,neutral
5981,bored
5982,excited
5983,question
5984,excited
5985,question
5986,excited
5987,bored
5988,neutral
5989,question
5990,bored
5991,neutral
5992,bored
5993,question
5994,neutral
5995,excited
5996,question
5997,neutral
5998,question
5999,excited
6000,bored
6001,excited
6002,bored
6003,neutral
6004,neutral
6005,question
6006,bored
6007,question
6008,excited
6009,question
6010,bored
6011,neutral
6012,excited
6013,question
6014,bored
6015,neutral
6016,excited
6017,bored
6018,neutral
6019,neutral
6020,neutral
6021,excited
6022,neutral
6023,excited
6024,neutral
6025,neutral
6026,question
6027,question
6028,neutral
6029,bored
6030,excited
6031,bored
6032,neutral
6033,excited
6034,neutral
6035,neutral
6036,neutral
6037,neutral
6038,neutral
6039,question
6040,neutral
6041,question
6042,excited
6043,neutral
6044,neutral
6045,question
6046,neutral
6047,question
6048,excited
6049,question
6050,question
6051,question
6052,neutral
6053,question
6054,neutral
6055,excited
6056,excited
6057,bored
6058,neutral
6059,bored
6060,bored
6061,bored
6062,question
6063,bored
6064,excited
6065,question
6066,bored
6067,neutral
6068,neutral
6069,neutral
6070,excited
6071,excited
6072,bored
6073,excited
6074,question
6075,question
6076,question
6077,excited
6078,question
6079,excited
6080,question
6081,bored
6082,neutral
6083,neutral
6084,excited
6085,question
6086,excited
6087,question
6088,question
6089,excited
6090,bored
6091,bored
6092,neutral
6093,neutral
6094,question
6095,excited
6096,neutral
6097,question
6098,excited
6099,neutral
6100,neutral
6101,neutral
6102,bored
6103,excited
6104,bored
6105,neutral
6106,bored
6107,excited
6108,excited
6109,neutral
6110,excited
6111,bored
6112,neutral
6113,question
6114,question
6115,excited
6116,question
6117,question
6118,neutral
6119,neutral
6120,bored
6121,neutral
6122,neutral
6123,excited
6124,bored
6125,bored
6126,bored
6127,excited
6128,neutral
6129,neutral
6130,neutral
6131,neutral
6132,neutral
6133,excited
6134,question
6135,excited
6136,excited
6137,question
6138,neutral
6139,question
6140,bored
6141,excited
6142,excited
6143,bored
6144,bored
6145,question
6146,neutral
6147,question
6148,question
6149,bored
6150,bored
6151,neutral
6152,excited
6153,question
6154,neutral
6155,bored
6156,bored
6157,question
6158,excited
6159,question
6160,bored
6161,bored
6162,neutral
6163,excited
6164,bored
6165,question
6166,question
6167,excited
6168,excited
6169,neutral
6170,question
6171,bored
6172,bored
6173,bored
6174,bored
6175,excited
6176,question
6177,excited
6178,question
6179,bored
6180,question
6181,excited
6182,neutral
6183,bored
6184,question
6185,question
6186,question
6187,excited
6188,question
6189,question
6190,bored
6191,bored
6192,excited
6193,question
6194,excited
6195,bored
6196,question
6197,bored
6198,question
6199,excited
6200,neutral
6201,neutral
6202,bored
6203,excited
6204,question
6205,excited
6206,neutral
6207,neutral
6208,bored
6209,question
6210,question
6211,question
6212,neutral
6213,excited
6214,bored
6215,neutral
6216,neutral
6217,question
6218,excited
6219,excited
6220,bored
6221,neutral
6222,question
6223,neutral
6224,bored
6225,excited
6226,excited
6227,question
6228,excited
6229,bored
6230,neutral
6231,question
6232,excited
6233,neutral
6234,question
6235,question
6236,neutral
6237,excited
6238,question
6239,question
6240,bored
6241,bored
6242,excited
6243,question
6244,excited
6245,bored
6246,question
6247,bored
6248,neutral
6249,question
6250,excited
6251,excited
6252,neutral
6253,question
6254,question
6255,neutral
6256,bored
6257,question
6258,bored
6259,bored
6260,excited
6261,neutral
6262,question
6263,question
6264,excited
6265,bored
6266,bored
6267,question
6268,neutral
6269,question
6270,bored
6271,question
6272,excited
6273,neutral
6274,neutral
6275,bored
6276,excited
6277,bored
6278,question
6279,bored
6280,excited
6281,question
6282,bored
6283,bored
6284,excited
6285,bored
6286,excited
6287,question
6288,excited
6289,excited
6290,question
6291,question
6292,excited
6293,excited
6294,bored
6295,question
6296,excited
6297,question
6298,bored
6299,neutral
6300,neutral
6301,bored
6302,neutral
6303,bored
6304,excited
6305,question
6306,question
6307,neutral
6308,neutral
6309,neutral
6310,question
6311,question
6312,excited
6313,excited
6314,question
6315,excited
6316,excited
6317,question
6318,bored
6319,question
6320,bored
6321,neutral
6322,question
6323,question
6324,excited
6325,question
6326,bored
6327,excited
6328,neutral
6329,neutral
6330,bored
6331,bored
6332,bored
6333,excited
6334,question
6335,neutral
6336,neutral
6337,bored
6338,neutral
6339,excited
6340,neutral
6341,excited
6342,neutral
6343,neutral
6344,question
6345,excited
6346,question
6347,question
6348,excited
6349,bored
6350,excited
6351,excited
6352,bored
6353,excited
6354,bored
6355,question
6356,excited
6357,excited
6358,neutral
6359,question
6360,neutral
6361,bored
6362,bored
6363,excited
6364,neutral
6365,bored
6366,question
6367,neutral
6368,excited
6369,excited
6370,question
6371,question
6372,question
6373,question
6374,excited
6375,excited
6376,question
6377,neutral
6378,bored
6379,neutral
6380,question
6381,neutral
6382,question
6383,neutral
6384,excited
6385,bored
6386,neutral
6387,bored
6388,question
6389,question
6390,excited
6391,question
6392,question
6393,bored
6394,neutral
6395,question
6396,bored
6397,bored
6398,excited
6399,neutral
6400,question
6401,excited
6402,neutral
6403,bored
6404,question
6405,excited
6406,neutral
6407,question
6408,neutral
6409,neutral
6410,bored
6411,neutral
6412,bored
6413,question
6414,question
6415,question
6416,excited
6417,bored
6418,neutral
6419,excited
6420,excited
6421,neutral
6422,bored
6423,question
6424,neutral
6425,neutral
6426,excited
6427,neutral
6428,bored
6429,bored
6430,question
6431,question
6432,excited
6433,bored
6434,question
6435,question
6436,excited
6437,neutral
6438,excited
6439,question
6440,question
6441,neutral
6442,neutral
6443,bored
6444,neutral
6445,excited
6446,bored
6447,excited
6448,neutral
6449,neutral
6450,question
6451,excited
6452,question
6453,bored
6454,excited
6455,neutral
6456,bored
6457,bored
6458,neutral
6459,question
6460,neutral
6461,question
6462,bored
6463,neutral
6464,question
6465,excited
6466,neutral
6467,bored
6468,excited
6469,question
6470,excited
6471,bored
6472,excited
6473,excited
6474,neutral
6475,question
6476,question
6477,bored
6478,neutral
6479,bored
6480,bored
6481,bored
6482,bored
6483,excited
6484,bored
6485,question
6486,neutral
6487,excited
6488,excited
6489,bored
6490,question
6491,bored
6492,excited
6493,bored
6494,question
6495,question
6496,neutral
6497,question
6498,question
6499,bored
6500,excited
6501,bored
6502,neutral
6503,question
6504,question
6505,excited
6506,neutral
6507,neutral
6508,question
6509,excited
6510,question
6511,excited
6512,bored
6513,excited
6514,excited
6515,excited
6516,neutral
6517,bored
6518,bored
6519,bored
6520,neutral
6521,neutral
6522,neutral
6523,neutral
6524,question
6525,question
6526,bored
6527,bored
6528,excited
6529,question
6530,question
6531,neutral
6532,bored
6533,excited
6534,excited
6535,excited
6536,bored
6537,question
6538,neutral
6539,bored
6540,excited
6541,neutral
6542,neutral
6543,bored
6544,bored
6545,bored
6546,question
6547,excited
6548,bored
6549,neutral
6550,bored
6551,excited
6552,neutral
6553,bored
6554,neutral
6555,question
6556,excited
6557,question
6558,excited
6559,neutral
6560,excited
6561,question
6562,bored
6563,excited
6564,bored
6565,bored
6566,excited
6567,question
6568,bored
6569,excited
6570,excited
6571,neutral
6572,neutral
6573,excited
6574,neutral
6575,question
6576,bored
6577,excited
6578,neutral
6579,bored
6580,excited
6581,excited
6582,question
6583,question
6584,bored
6585,bored
6586,neutral
6587,bored
6588,bored
6589,excited
6590,question
6591,bored
6592,question
6593,bored
6594,excited
6595,excited
6596,bored
6597,question
6598,question
6599,excited
6600,excited
6601,question
6602,bored
6603,neutral
6604,bored
6605,question
6606,bored
6607,neutral
6608,neutral
6609,neutral
6610,question
6611,question
6612,excited
6613,bored
6614,neutral
6615,neutral
6616,question
6617,neutral
6618,question
6619,question
6620,neutral
6621,neutral
6622,question
6623,excited
6624,question
6625,question
6626,question
6627,neutral
6628,bored
6629,question
6630,question
6631,neutral
6632,bored
6633,question
6634,excited
6635,neutral
6636,question
6637,excited
6638,bored
6639,neutral
6640,bored
6641,neutral
6642,neutral
6643,bored
6644,question
6645,bored
6646,question
6647,bored
6648,question
6649,neutral
6650,neutral
6651,neutral
6652,neutral
6653,neutral
6654,excited
6655,question
6656,neutral
6657,bored
6658,neutral
6659,excited
6660,question
6661,neutral
6662,question
6663,excited
6664,question
6665,question
6666,excited
6667,neutral
6668,neutral
6669,bored
6670,neutral
6671,bored
6672,excited
6673,question
6674,bored
6675,bored
6676,bored
6677,neutral
6678,bored
6679,neutral
6680,neutral
6681,bored
6682,bored
6683,bored
6684,question
6685,excited
6686,bored
6687,neutral
6688,bored
6689,bored
6690,bored
6691,neutral
6692,excited
6693,bored
6694,question
6695,excited
6696,excited
6697,bored
6698,excited
6699,excited
6700,question
6701,neutral
6702,question
6703,bored
6704,bored
6705,question
6706,bored
6707,neutral
6708,excited
6709,neutral
6710,neutral
6711,bored
6712,question
6713,question
6714,question
6715,excited
6716,question
6717,question
6718,neutral
6719,excited
6720,question
6721,excited
6722,excited
6723,bored
6724,bored
6725,neutral
6726,bored
6727,excited
6728,excited
6729,bored
6730,neutral
6731,bored
6732,question
6733,question
6734,question
6735,neutral
6736,bored
6737,bored
6738,neutral
6739,neutral
6740,neutral
6741,question
6742,question
6743,question
6744,neutral
6745,bored
6746,bored
6747,excited
6748,bored
6749,neutral
6750,question
6751,excited
6752,bored
6753,excited
6754,bored
6755,excited
6756,excited
6757,excited
6758,bored
6759,neutral
6760,bored
6761,neutral
6762,question
6763,question
6764,excited
6765,excited
6766,excited
6767,bored
6768,bored
6769,excited
6770,question
6771,excited
6772,bored
6773,neutral
6774,excited
6775,question
6776,neutral
6777,bored
6778,question
6779,bored
6780,excited
6781,neutral
6782,neutral
6783,bored
6784,question
6785,excited
6786,neutral
6787,excited
6788,bored
6789,bored
6790,excited
6791,neutral
6792,bored
6793,question
6794,question
6795,question
6796,question
6797,bored
6798,bored
6799,neutral
6800,neutral
6801,question
6802,question
6803,neutral
6804,bored
6805,excited
6806,bored
6807,bored
6808,neutral
6809,question
6810,bored
6811,neutral
6812,neutral
6813,excited
6814,bored
6815,neutral
6816,neutral
6817,excited
6818,neutral
6819,excited
6820,question
6821,excited
6822,excited
6823,excited
6824,bored
6825,bored
6826,excited
6827,bored
6828,bored
6829,question
6830,excited
6831,excited
6832,neutral
6833,question
6834,bored
6835,excited
6836,question
6837,neutral
6838,neutral
6839,question
6840,neutral
6841,neutral
6842,question
6843,neutral
6844,question
6845,question
6846,neutral
6847,bored
6848,bored
6849,question
6850,bored
6851,question
6852,excited
6853,excited
6854,neutral
6855,neutral
6856,question
6857,excited
6858,question
6859,neutral
6860,neutral
6861,excited
6862,question
6863,neutral
6864,bored
6865,excited
6866,bored
6867,neutral
6868,neutral
6869,question
6870,neutral
6871,question
6872,excited
6873,excited
6874,excited
6875,excited
6876,excited
6877,question
6878,excited
6879,neutral
6880,neutral
6881,neutral
6882,neutral
6883,neutral
6884,excited
6885,bored
6886,neutral
6887,question
6888,bored
6889,excited
6890,excited
6891,excited
6892,neutral
6893,excited
6894,neutral
6895,excited
6896,excited
6897,neutral
6898,bored
6899,excited
6900,bored
6901,excited
6902,question
6903,excited
6904,question
6905,neutral
6906,question
6907,question
6908,bored
6909,bored
6910,excited
6911,excited
6912,neutral
6913,excited
6914,question
6915,bored
6916,question
6917,bored
6918,bored
6919,bored
6920,neutral
6921,question
6922,bored
6923,bored
6924,question
6925,neutral
6926,excited
6927,question
6928,question
6929,excited
6930,question
6931,question
6932,bored
6933,excited
6934,excited
6935,neutral
6936,question
6937,bored
6938,excited
6939,neutral
6940,bored
6941,excited
6942,neutral
6943,bored
6944,bored
6945,neutral
6946,bored
6947,question
6948,question
6949,neutral
6950,bored
6951,neutral
6952,neutral
6953,neutral
6954,excited
6955,excited
6956,excited
6957,bored
6958,question
6959,excited
6960,neutral
6961,neutral
6962,neutral
6963,neutral
6964,excited
6965,question
6966,excited
6967,neutral
6968,excited
6969,neutral
6970,neutral
6971,excited
6972,question
6973,excited
6974,bored
6975,neutral
6976,neutral
6977,bored
6978,question
6979,question
6980,excited
6981,bored
6982,excited
6983,question
6984,bored
6985,neutral
6986,excited
6987,question
6988,question
6989,question
6990,question
6991,excited
6992,bored
6993,excited
6994,question
6995,neutral
6996,excited
6997,excited
6998,question
6999,excited
7000,question
7001,question
7002,neutral
7003,neutral
7004,excited
7005,excited
7006,question
7007,excited
7008,question
7009,question
7010,bored
7011,bored
7012,question
7013,bored
7014,question
7015,question
7016,bored
7017,bored
7018,excited
7019,excited
7020,question
7021,excited
7022,bored
7023,bored
7024,excited
7025,excited
7026,bored
7027,excited
7028,question
7029,question
7030,bored
7031,excited
7032,neutral
7033,excited
7034,question
7035,bored
7036,neutral
7037,bored
7038,bored
7039,bored
7040,excited
7041,excited
7042,neutral
7043,bored
7044,question
7045,excited
7046,bored
7047,excited
7048,bored
7049,bored
7050,bored
7051,neutral
7052,bored
7053,question
7054,excited
7055,bored
7056,question
7057,excited
7058,bored
7059,excited
7060,question
7061,bored
7062,neutral
7063,excited
7064,excited
7065,excited
7066,question
7067,neutral
7068,neutral
7069,excited
7070,neutral
7071,question
7072,bored
7073,bored
7074,bored
7075,bored
7076,question
7077,question
7078,question
7079,bored
7080,excited
7081,neutral
7082,question
7083,neutral
7084,bored
7085,neutral
7086,neutral
7087,question
7088,excited
7089,bored
7090,excited
7091,question
7092,bored
7093,question
7094,excited
7095,neutral
7096,neutral
7097,question
7098,bored
7099,excited
7100,bored
7101,question
7102,neutral
7103,question
7104,question
7105,excited
7106,bored
7107,bored
7108,excited
7109,excited
7110,excited
7111,neutral
7112,neutral
7113,neutral
7114,neutral
7115,bored
7116,neutral
7117,bored
7118,excited
7119,question
7120,excited
7121,excited
7122,neutral
7123,excited
7124,bored
7125,question
7126,bored
7127,question
7128,question
7129,bored
7130,excited
7131,bored
7132,bored
7133,question
7134,question
7135,question
7136,neutral
7137,excited
7138,excited
7139,excited
7140,neutral
7141,bored
7142,question
7143,bored
7144,bored
7145,question
7146,question
7147,excited
7148,excited
7149,neutral
7150,bored
7151,neutral
7152,question
7153,neutral
7154,neutral
7155,bored
7156,question
7157,bored
7158,bored
7159,excited
7160,neutral
7161,neutral
7162,neutral
7163,bored
7164,excited
7165,neutral
7166,bored
7167,excited
7168,question
7169,excited
7170,bored
7171,excited
7172,bored
7173,excited
7174,neutral
7175,excited
7176,neutral
7177,bored
7178,question
7179,excited
7180,excited
7181,neutral
7182,bored
7183,bored
7184,question
7185,excited
7186,neutral
7187,question
7188,excited
7189,excited
7190,bored
7191,neutral
7192,neutral
7193,question
7194,bored
7195,question
7196,question
7197,bored
7198,excited
7199,question
7200,bored
7201,neutral
7202,excited
7203,excited
7204,bored
7205,excited
7206,question
7207,question
7208,question
7209,excited
7210,neutral
7211,excited
7212,neutral
7213,excited
7214,excited
7215,excited
7216,excited
7217,bored
7218,bored
7219,excited
7220,question
7221,bored
7222,neutral
7223,bored
7224,question
7225,excited
7226,excited
7227,question
7228,excited
7229,bored
7230,question
7231,bored
7232,question
7233,bored
7234,neutral
7235,excited
7236,question
7237,excited
7238,excited
7239,neutral
7240,neutral
7241,question
7242,excited
7243,question
7244,neutral
7245,question
7246,neutral
7247,question
7248,bored
7249,neutral
7250,question
7251,question
7252,bored
7253,excited
7254,neutral
7255,bored
7256,neutral
7257,bored
7258,bored
7259,neutral
7260,bored
7261,excited
7262,excited
7263,question
7264,neutral
7265,excited
7266,excited
7267,question
7268,neutral
7269,excited
7270,excited
7271,neutral
7272,excited
7273,bored
7274,bored
7275,question
7276,neutral
7277,bored
7278,neutral
7279,question
7280,question
7281,excited
7282,neutral
7283,question
7284,bored
7285,question
7286,neutral
7287,excited
7288,bored
7289,excited
7290,bored
7291,bored
7292,question
7293,question
7294,question
7295,bored
7296,question
7297,bored
7298,bored
7299,bored
7300,question
7301,bored
7302,question
7303,question
7304,excited
7305,question
7306,question
7307,excited
7308,question
7309,question
7310,question
7311,neutral
7312,excited
7313,excited
7314,question
7315,excited
7316,bored
7317,question
7318,question
7319,excited
7320,excited
7321,bored
7322,question
7323,excited
7324,neutral
7325,neutral
7326,excited
7327,excited
7328,question
7329,neutral
7330,bored
7331,bored
7332,excited
7333,excited
7334,question
7335,excited
7336,question
7337,excited
7338,question
7339,neutral
7340,neutral
7341,bored
7342,bored
7343,excited
7344,question
7345,excited
7346,excited
7347,bored
7348,bored
7349,question
7350,bored
7351,excited
7352,question
7353,neutral
7354,question
7355,bored
7356,bored
7357,bored
7358,question
7359,question
7360,bored
7361,excited
7362,neutral
7363,question
7364,question
7365,bored
7366,excited
7367,question
7368,excited
7369,neutral
7370,excited
7371,neutral
7372,question
7373,excited
7374,bored
7375,neutral
7376,neutral
7377,bored
7378,neutral
7379,neutral
7380,neutral
7381,excited
7382,bored
7383,bored
7384,bored
7385,question
7386,neutral
7387,question
7388,neutral
7389,bored
7390,neutral
7391,bored
7392,bored
7393,bored
7394,bored
7395,excited
7396,excited
7397,excited
7398,question
7399,question
7400,question
7401,excited
7402,neutral
7403,excited
7404,neutral
7405,question
7406,excited
7407,excited
7408,excited
7409,question
7410,question
7411,excited
7412,question
7413,excited
7414,question
7415,neutral
7416,neutral
7417,neutral
7418,bored
7419,neutral
7420,neutral
7421,neutral
7422,question
7423,neutral
7424,question
7425,excited
7426,question
7427,neutral
7428,excited
7429,excited
7430,question
7431,question
7432,neutral
7433,excited
7434,question
7435,question
7436,excited
7437,question
7438,bored
7439,question
7440,excited
7441,neutral
7442,bored
7443,question
7444,excited
7445,excited
7446,question
7447,question
7448,neutral
7449,bored
7450,bored
7451,neutral
7452,question
7453,bored
7454,neutral
7455,neutral
7456,bored
7457,question
7458,neutral
7459,neutral
7460,excited
7461,question
7462,question
7463,neutral
7464,bored
7465,bored
7466,question
7467,bored
7468,neutral
7469,question
7470,neutral
7471,neutral
7472,excited
7473,neutral
7474,bored
7475,question
7476,question
7477,excited
7478,neutral
7479,excited
7480,bored
7481,neutral
7482,neutral
7483,bored
7484,bored
7485,bored
7486,excited
7487,question
7488,bored
7489,question
7490,question
7491,question
7492,neutral
7493,excited
7494,question
7495,bored
7496,excited
7497,question
7498,bored
7499,excited
7500,neutral
7501,question
7502,excited
7503,bored
7504,excited
7505,bored
7506,bored
7507,question
7508,question
7509,excited
7510,neutral
7511,bored
7512,neutral
7513,bored
7514,excited
7515,question
7516,question
7517,excited
7518,bored
7519,question
7520,question
7521,neutral
7522,neutral
7523,neutral
7524,excited
7525,excited
7526,question
7527,question
7528,question
7529,question
7530,bored
7531,neutral
7532,excited
7533,question
7534,excited
7535,bored
7536,neutral
7537,excited
7538,neutral
7539,neutral
7540,bored
7541,bored
7542,bored
7543,neutral
7544,bored
7545,bored
7546,neutral
7547,excited
7548,excited
7549,neutral
7550,question
7551,excited
7552,excited
7553,question
7554,question
7555,question
7556,excited
7557,question
7558,bored
7559,question
7560,excited
7561,question
7562,neutral
7563,question
7564,neutral
7565,question
7566,excited
7567,neutral
7568,neutral
7569,bored
7570,question
7571,question
7572,neutral
7573,question
7574,excited
7575,bored
7576,neutral
7577,bored
7578,excited
7579,neutral
7580,excited
7581,neutral
7582,bored
7583,excited
7584,neutral
7585,bored
7586,neutral
7587,neutral
7588,bored
7589,excited
7590,bored
7591,bored
7592,question
7593,excited
7594,neutral
7595,excited
7596,bored
7597,bored
7598,question
7599,excited
7600,question
7601,excited
7602,excited
7603,excited
7604,bored
7605,bored
7606,bored
7607,neutral
7608,bored
7609,excited
7610,neutral
7611,excited
7612,excited
7613,excited
7614,excited
7615,excited
7616,excited
7617,excited
7618,question
7619,excited
7620,neutral
7621,bored
7622,bored
7623,excited
7624,neutral
7625,question
7626,bored
7627,excited
7628,excited
7629,bored
7630,question
7631,question
7632,bored
7633,bored
7634,neutral
7635,excited
7636,excited
7637,excited
7638,bored
7639,question
7640,question
7641,excited
7642,excited
7643,excited
7644,question
7645,question
7646,excited
7647,excited
7648,excited
7649,neutral
7650,bored
7651,bored
7652,neutral
7653,question
7654,bored
7655,neutral
7656,neutral
7657,excited
7658,question
7659,excited
7660,question
7661,neutral
7662,excited
7663,bored
7664,neutral
7665,question
7666,neutral
7667,neutral
7668,bored
7669,neutral
7670,excited
7671,neutral
7672,question
7673,question
7674,bored
7675,question
7676,question
7677,bored
7678,excited
7679,question
7680,neutral
7681,question
7682,question
7683,bored
7684,bored
7685,question
7686,bored
7687,bored
7688,bored
7689,excited
7690,question
7691,neutral
7692,neutral
7693,neutral
7694,excited
7695,bored
7696,excited
7697,excited
7698,excited
7699,bored
7700,neutral
7701,excited
7702,neutral
7703,bored
7704,question
7705,question
7706,question
7707,neutral
7708,neutral
7709,bored
7710,excited
7711,excited
7712,question
7713,question
7714,bored
7715,excited
7716,question
7717,neutral
7718,bored
7719,bored
7720,question
7721,neutral
7722,question
7723,bored
7724,neutral
7725,question
7726,neutral
7727,excited
7728,question
7729,excited
7730,neutral
7731,neutral
7732,neutral
7733,question
7734,bored
7735,excited
7736,question
7737,bored
7738,excited
7739,question
7740,question
7741,bored
7742,excited
7743,excited
7744,excited
7745,question
7746,question
7747,bored
7748,excited
7749,excited
7750,question
7751,excited
7752,question
7753,excited
7754,excited
7755,excited
7756,excited
7757,bored
7758,neutral
7759,neutral
7760,excited
7761,excited
7762,excited
7763,neutral
7764,excited
7765,question
7766,bored
7767,bored
7768,excited
7769,neutral
7770,neutral
7771,excited
7772,question
7773,excited
7774,neutral
7775,excited
7776,excited
7777,excited
7778,bored
7779,bored
7780,bored
7781,question
7782,neutral
7783,neutral
7784,neutral
7785,neutral
7786,neutral
7787,bored
7788,excited
7789,neutral
7790,bored
7791,question
7792,neutral
7793,bored
7794,neutral
7795,excited
7796,bored
7797,bored
7798,question
7799,neutral
7800,bored
7801,neutral
7802,neutral
7803,neutral
7804,bored
7805,excited
7806,neutral
7807,excited
7808,excited
7809,bored
7810,question
7811,excited
7812,neutral
7813,excited
7814,question
7815,excited
7816,excited
7817,neutral
7818,neutral
7819,question
7820,neutral
7821,bored
7822,excited
7823,neutral
7824,bored
7825,excited
7826,question
7827,bored
7828,question
7829,excited
7830,neutral
7831,neutral
7832,neutral
7833,excited
7834,question
7835,question
7836,excited
7837,bored
7838,bored
7839,bored
7840,excited
7841,bored
7842,bored
7843,question
7844,neutral
7845,bored
7846,question
7847,neutral
7848,bored
7849,question
7850,neutral
7851,neutral
7852,excited
7853,excited
7854,excited
7855,excited
7856,question
7857,bored
7858,question
7859,excited
7860,bored
7861,question
7862,excited
7863,bored
7864,question
7865,excited
7866,neutral
7867,bored
7868,excited
7869,excited
7870,neutral
7871,question
7872,question
7873,bored
7874,bored
7875,neutral
7876,excited
7877,excited
7878,neutral
7879,neutral
7880,neutral
7881,question
7882,question
7883,bored
7884,excited
7885,excited
7886,bored
7887,question
7888,neutral
7889,neutral
7890,question
7891,bored
7892,excited
7893,neutral
7894,excited
7895,question
7896,question
7897,question
7898,excited
7899,excited
7900,excited
7901,neutral
7902,neutral
7903,neutral
7904,excited
7905,question
7906,bored
7907,excited
7908,neutral
7909,question
7910,question
7911,bored
7912,question
7913,question
7914,question
7915,bored
7916,question
7917,question
7918,bored
7919,bored
7920,neutral
7921,question
7922,bored
7923,neutral
7924,neutral
7925,question
7926,bored
7927,excited
7928,neutral
7929,bored
7930,excited
7931,excited
7932,neutral
7933,excited
7934,bored
7935,question
7936,neutral
7937,excited
7938,bored
7939,question
7940,excited
7941,question
7942,question
7943,bored
7944,question
7945,question
7946,neutral
7947,neutral
7948,question
7949,excited
7950,bored
7951,question
7952,question
7953,excited
7954,question
7955,bored
7956,bored
7957,excited
7958,neutral
7959,question
7960,neutral
7961,bored
7962,question
7963,neutral
7964,question
7965,bored
7966,question
7967,question
7968,question
7969,question
7970,neutral
7971,neutral
7972,question
7973,bored
7974,question
7975,neutral
7976,question
7977,excited
7978,excited
7979,question
7980,bored
7981,excited
7982,excited
7983,neutral
7984,question
7985,excited
7986,neutral
7987,bored
7988,bored
7989,excited
7990,question
7991,excited
7992,neutral
7993,bored
7994,neutral
7995,excited
7996,bored
7997,neutral
7998,excited
7999,neutral
8000,excited
8001,bored
8002,excited
8003,bored
8004,question
8005,excited
8006,bored
8007,neutral
8008,neutral
8009,bored
8010,excited
8011,bored
8012,bored
8013,bored
8014,excited
8015,excited
8016,excited
8017,question
8018,neutral
8019,neutral
8020,excited
8021,neutral
8022,excited
8023,neutral
8024,bored
8025,bored
8026,neutral
8027,question
8028,bored
8029,excited
8030,question
8031,question
8032,excited
8033,bored
8034,excited
8035,question
8036,excited
8037,excited
8038,excited
8039,question
8040,question
8041,neutral
8042,excited
8043,neutral
8044,neutral
8045,question
8046,question
8047,excited
8048,neutral
8049,neutral
8050,excited
8051,neutral
8052,neutral
8053,excited
8054,bored
8055,bored
8056,excited
8057,neutral
8058,neutral
8059,excited
8060,neutral
8061,excited
8062,neutral
8063,question
8064,bored
8065,question
8066,bored
8067,bored
8068,question
8069,bored
8070,question
8071,question
8072,neutral
8073,excited
8074,bored
